Serial number,IL,cation_smiles,anion_smiles,ion_smiles,S_smiles,rea_smiles,Time,T,P,Amount,pro_smiles,solvent,Addition structure,Ref,TON,TOF(h-1),Sec.,Cov.,Yield
IM00105,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,2,90,1.5,0.5,CC1COC(=O)O1,0,0,S-2019-1,,,0.99,0.531,0.526
IM00106,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,2,100,1.5,0.5,CC1COC(=O)O1,0,0,S-2019-1,,,0.99,0.71,0.703
IM00107,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,2,110,1.5,0.5,CC1COC(=O)O1,0,0,S-2019-1,,,0.99,0.856,0.847
IM00108,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,2,130,1.5,0.5,CC1COC(=O)O1,0,0,S-2019-1,,,0.99,0.941,0.932
IM00109,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,2,120,0.5,0.5,CC1COC(=O)O1,0,0,S-2019-1,,,0.99,0.732,0.725
IM00110,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,2,120,1,0.5,CC1COC(=O)O1,0,0,S-2019-1,,,0.99,0.872,0.863
IM00111,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,2,120,2,0.5,CC1COC(=O)O1,0,0,S-2019-1,,,0.99,0.93,0.921
IM00112,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,2,120,2.5,0.5,CC1COC(=O)O1,0,0,S-2019-1,,,0.99,0.929,0.92
IM00113,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,2,120,3,0.5,CC1COC(=O)O1,0,0,S-2019-1,,,0.99,0.926,0.917
IM00114,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,0.5,120,1.5,0.5,CC1COC(=O)O1,0,0,S-2019-1,,,0.99,0.674,0.667
IM00115,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,1,120,1.5,0.5,CC1COC(=O)O1,0,0,S-2019-1,,,0.99,0.791,0.783
IM00116,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,1.5,120,1.5,0.5,CC1COC(=O)O1,0,0,S-2019-1,,,0.99,0.859,0.85
IM00117,HCPImBr,O=C(O)CCC[n+]1cc[nH]c1,[Br-],O=C(O)CCC[n+]1cc[nH]c1.[Br-],C*,CC1CO1,2.5,120,1.5,0.5,CC1COC(=O)O1,0,0,S-2019-1,,,0.99,0.924,0.915
IM00118,EMImCl,CC[n+]1ccn(C)c1,[Cl-],CC[n+]1ccn(C)c1.[Cl-],CCCCOC*,CCCCOCC1CO1,6,80,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.421,0.417
IM00119,BMImCl,CCCC[n+]1ccn(C)c1,[Cl-],CCCC[n+]1ccn(C)c1.[Cl-],CCCCOC*,CCCCOCC1CO1,6,80,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.61,0.604
IM00120,EMImCl,CC[n+]1ccn(C)c1,[Cl-],CC[n+]1ccn(C)c1.[Cl-],CCCCOC*,CCCCOCC1CO1,6,100,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.76,0.752
IM00121,BMImCl,CCCC[n+]1ccn(C)c1,[Cl-],CCCC[n+]1ccn(C)c1.[Cl-],CCCCOC*,CCCCOCC1CO1,6,100,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.791,0.783
IM00122,HMImCl,CCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCC[n+]1ccn(C)c1.[Cl-],CCCCOC*,CCCCOCC1CO1,6,100,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.813,0.805
IM00123,OMImCl,CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],CCCCOC*,CCCCOCC1CO1,6,100,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.783,0.775
IM00124,EMImBF4,CC[n+]1ccn(C)c1,F[B-](F)(F)F,CC[n+]1ccn(C)c1.F[B-](F)(F)F,CCCCOC*,CCCCOCC1CO1,6,100,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.266,0.263
IM00125,BMImBF4,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,CCCCOC*,CCCCOCC1CO1,6,100,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.372,0.368
IM00126,HMImBF4,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,CCCCOC*,CCCCOCC1CO1,6,100,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.409,0.405
IM00127,OMImBF4,CCCCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,CCCCOC*,CCCCOCC1CO1,6,100,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.402,0.398
IM00128,EMImBr,CC[n+]1ccn(C)c1,[Br-],CC[n+]1ccn(C)c1.[Br-],CCCCOC*,CCCCOCC1CO1,6,100,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.81,0.802
IM00129,EMImCl,CC[n+]1ccn(C)c1,[Cl-],CC[n+]1ccn(C)c1.[Cl-],CCCCOC*,CCCCOCC1CO1,6,60,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.267,0.264
IM00130,EMImCl,CC[n+]1ccn(C)c1,[Cl-],CC[n+]1ccn(C)c1.[Cl-],CCCCOC*,CCCCOCC1CO1,6,120,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.88,0.871
IM00131,EMImCl,CC[n+]1ccn(C)c1,[Cl-],CC[n+]1ccn(C)c1.[Cl-],CCCCOC*,CCCCOCC1CO1,6,140,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.849,0.841
IM00132,BMImCl,CCCC[n+]1ccn(C)c1,[Cl-],CCCC[n+]1ccn(C)c1.[Cl-],CCCCOC*,CCCCOCC1CO1,6,60,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.431,0.427
IM00133,BMImCl,CCCC[n+]1ccn(C)c1,[Cl-],CCCC[n+]1ccn(C)c1.[Cl-],CCCCOC*,CCCCOCC1CO1,6,120,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.943,0.934
IM00134,BMImCl,CCCC[n+]1ccn(C)c1,[Cl-],CCCC[n+]1ccn(C)c1.[Cl-],CCCCOC*,CCCCOCC1CO1,6,140,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.935,0.926
IM00135,EMImCl,CC[n+]1ccn(C)c1,[Cl-],CC[n+]1ccn(C)c1.[Cl-],CCCCOC*,CCCCOCC1CO1,6,100,0.1,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.468,0.463
IM00136,EMImCl,CC[n+]1ccn(C)c1,[Cl-],CC[n+]1ccn(C)c1.[Cl-],CCCCOC*,CCCCOCC1CO1,6,100,0.62,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.655,0.648
IM00137,EMImCl,CC[n+]1ccn(C)c1,[Cl-],CC[n+]1ccn(C)c1.[Cl-],CCCCOC*,CCCCOCC1CO1,6,100,2.17,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.914,0.905
IM00138,BMImCl,CCCC[n+]1ccn(C)c1,[Cl-],CCCC[n+]1ccn(C)c1.[Cl-],CCCCOC*,CCCCOCC1CO1,1,100,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.323,0.32
IM00139,BMImCl,CCCC[n+]1ccn(C)c1,[Cl-],CCCC[n+]1ccn(C)c1.[Cl-],CCCCOC*,CCCCOCC1CO1,2,100,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.427,0.423
IM00140,BMImCl,CCCC[n+]1ccn(C)c1,[Cl-],CCCC[n+]1ccn(C)c1.[Cl-],CCCCOC*,CCCCOCC1CO1,4,100,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.583,0.577
IM00141,BMImCl,CCCC[n+]1ccn(C)c1,[Cl-],CCCC[n+]1ccn(C)c1.[Cl-],CCCCOC*,CCCCOCC1CO1,8,100,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.792,0.784
IM00142,BMImCl,CCCC[n+]1ccn(C)c1,[Cl-],CCCC[n+]1ccn(C)c1.[Cl-],CCCCOC*,CCCCOCC1CO1,10,100,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.771,0.763
IM00143,BMImCl,CCCC[n+]1ccn(C)c1,[Cl-],CCCC[n+]1ccn(C)c1.[Cl-],CCCCOC*,CCCCOCC1CO1,12,100,1.13,5,CCCCOCC1COC(=O)O1,0,0,S-2010-1,,,0.99,0.74,0.733
IM00144,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,13,105,0.5,0.3,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.983
IM00145,[APbim][Asp],CCCCn1cc[n+](CCCN)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,13,105,0.5,0.3,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.981
IM00146,[APbim][Gly],CCCCn1cc[n+](CCCN)c1,NCC(=O)[O-],CCCCn1cc[n+](CCCN)c1.NCC(=O)[O-],ClC*,ClCC1CO1,13,105,0.5,0.3,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.978
IM00147,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,3.5,105,0.5,0.3,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.659
IM00148,[APbim][Asp],CCCCn1cc[n+](CCCN)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,3.5,105,0.5,0.3,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.61
IM00149,[APbim][Gly],CCCCn1cc[n+](CCCN)c1,NCC(=O)[O-],CCCCn1cc[n+](CCCN)c1.NCC(=O)[O-],ClC*,ClCC1CO1,3.5,105,0.5,0.3,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.492
IM00150,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],C*,CC1CO1,13,105,0.5,0.3,CC1COC(=O)O1,0,0,S-2017-5,,,0.99,0.993,0.934
IM00151,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],c1ccccc1*,c1ccc(C2CO2)cc1,13,105,0.5,0.3,O=C1OCC(c2ccccc2)O1,0,0,S-2017-5,,,0.99,0.991,0.981
IM00152,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],CCCC*,CCCCC1CO1,13,105,0.5,0.3,CCCCC1COC(=O)O1,0,0,S-2017-5,,,0.99,0.988,0.955
IM00153,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],CCCCCC*,CCCCCCC1CO1,13,105,0.5,0.3,CCCCCCC1COC(=O)O1,0,0,S-2017-5,,,0.99,0.666,0.971
IM00154,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,1,105,0.5,0.3,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.232
IM00155,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,2,105,0.5,0.3,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.432
IM00156,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,8,105,0.5,0.3,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.864
IM00157,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,10,105,0.5,0.3,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.939
IM00158,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,15,105,0.5,0.3,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.991
IM00159,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,13,90,0.5,0.3,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.563
IM00160,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,13,95,0.5,0.3,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.796
IM00161,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,13,100,0.5,0.3,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.898
IM00162,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,13,110,0.5,0.3,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.989
IM00163,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,13,120,0.5,0.3,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.994
IM00164,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,13,105,0.1,0.3,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.87
IM00165,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,13,105,0.25,0.3,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.879
IM00166,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,13,105,1,0.3,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.975
IM00167,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,13,105,1.5,0.3,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.971
IM00168,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,13,105,1.75,0.3,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.967
IM00169,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,13,105,2,0.3,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.959
IM00170,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,13,105,0.5,0.1,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.741
IM00171,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,13,105,0.5,0.2,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.932
IM00172,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,13,105,0.5,0.4,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.989
IM00173,[APbim][Glu],CCCCn1cc[n+](CCCN)c1,NC(CCC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCCN)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,13,105,0.5,0.5,O=C1OCC(CCl)O1,0,0,S-2017-5,,,,,0.993
IM00174,HEMImGlu,Cn1cc[n+](CCO)c1,NC(CCC(=O)O)C(=O)[O-],Cn1cc[n+](CCO)c1.NC(CCC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,12,90,0.25,0.8,O=C1OCC(CCl)O1,0,0,S-2019-8,,,0.99,0.945,0.936
IM00175,HEMImGlu,Cn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],Cn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,12,90,0.25,0.8,O=C1OCC(CCl)O1,0,0,S-2019-8,,,0.99,0.909,0.9
IM00176,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,12,90,0.25,0.8,O=C1OCC(CCl)O1,0,0,S-2019-8,,,0.99,0.994,0.984
IM00177,HEBimAla,CCCCn1cc[n+](CCO)c1,CC(N)C(=O)[O-],CC(N)C(=O)[O-].CCCCn1cc[n+](CCO)c1,ClC*,ClCC1CO1,12,90,0.25,0.8,O=C1OCC(CCl)O1,0,0,S-2019-8,,,0.99,0.998,0.988
IM00178,HEBimhis,CCCCn1cc[n+](CCO)c1,NC(Cc1nc[nH]n1)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(Cc1nc[nH]n1)C(=O)[O-],ClC*,ClCC1CO1,12,90,0.25,0.8,O=C1OCC(CCl)O1,0,0,S-2019-8,,,0.99,1,0.99
IM00179,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],C*,CC1CO1,12,90,0.25,0.8,CC1COC(=O)O1,0,0,S-2019-8,,,0.99,0.961,0.951
IM00180,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],CC*,CCC1CO1,12,90,0.25,0.8,CCC1COC(=O)O1,0,0,S-2019-8,,,0.99,0.966,0.956
IM00181,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],c1ccccc1*,c1ccc(C2CO2)cc1,12,140,2,0.8,O=C1OCC(c2ccccc2)O1,0,0,S-2019-8,,,0.99,0.944,0.935
IM00182,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],CCCCCC*,CCCCCCC1CO1,12,140,2,0.8,CCCCCCC1COC(=O)O1,0,0,S-2019-8,,,0.99,0.943,0.934
IM00183,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],CCCCOC*,CCCCOCC1CO1,12,140,2,0.8,CCCCOCC1COC(=O)O1,0,0,S-2019-8,,,0.99,0.918,0.909
IM00184,HEBimAla,CCCCn1cc[n+](CCO)c1,CC(N)C(=O)[O-],CC(N)C(=O)[O-].CCCCn1cc[n+](CCO)c1,ClC*,ClCC1CO1,12,90,0.25,0.8,O=C1OCC(CCl)O1,0,0,S-2019-8,,,,,0.988
IM00185,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,13,90,0.25,0.8,O=C1OCC(CCl)O1,0,0,S-2019-8,,,,,0.99
IM00186,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,12,75,0.25,0.8,O=C1OCC(CCl)O1,0,0,S-2019-8,,,,,0.63
IM00187,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,12,80,0.25,0.8,O=C1OCC(CCl)O1,0,0,S-2019-8,,,,,0.83
IM00188,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,12,85,0.25,0.8,O=C1OCC(CCl)O1,0,0,S-2019-8,,,,,0.95
IM00189,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,12,95,0.25,0.8,O=C1OCC(CCl)O1,0,0,S-2019-8,,,,,0.986
IM00190,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,12,90,0.1,0.8,O=C1OCC(CCl)O1,0,0,S-2019-8,,,,,0.842
IM00191,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,12,90,0.2,0.8,O=C1OCC(CCl)O1,0,0,S-2019-8,,,,,0.935
IM00192,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,12,90,0.4,0.8,O=C1OCC(CCl)O1,0,0,S-2019-8,,,,,0.98
IM00193,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,12,90,0.5,0.8,O=C1OCC(CCl)O1,0,0,S-2019-8,,,,,0.953
IM00194,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,12,90,0.25,0.4,O=C1OCC(CCl)O1,0,0,S-2019-8,,,,,0.652
IM00195,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,12,90,0.25,0.6,O=C1OCC(CCl)O1,0,0,S-2019-8,,,,,0.88
IM00196,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,12,90,0.25,0.7,O=C1OCC(CCl)O1,0,0,S-2019-8,,,,,0.952
IM00197,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,12,90,0.25,1,O=C1OCC(CCl)O1,0,0,S-2019-8,,,,,0.985
IM00198,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,2,90,0.25,0.8,O=C1OCC(CCl)O1,0,0,S-2019-8,,,,,0.275
IM00199,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,4,90,0.25,0.8,O=C1OCC(CCl)O1,0,0,S-2019-8,,,,,0.58
IM00200,HEBimAsp,CCCCn1cc[n+](CCO)c1,NC(CC(=O)O)C(=O)[O-],CCCCn1cc[n+](CCO)c1.NC(CC(=O)O)C(=O)[O-],ClC*,ClCC1CO1,6,90,0.25,0.8,O=C1OCC(CCl)O1,0,0,S-2019-8,,,,,0.75
